start	strand	target_basepairing_propensity
7061	+	0.6655
7062	+	0.6365
7063	+	0.603
7064	+	0.5625
7065	+	0.524
7066	+	0.4855
7067	+	0.462
7068	+	0.4325
7069	+	0.4015
7070	+	0.3725
7071	+	0.338
7072	+	0.305
7073	+	0.2925
7074	+	0.3185
7075	+	0.353
7076	+	0.383
7077	+	0.4085
7078	+	0.4335
7079	+	0.405
7080	+	0.3915
7081	+	0.418
7082	+	0.4485
7083	+	0.487
7084	+	0.511
7085	+	0.5065
7086	+	0.501
7087	+	0.512
7088	+	0.532
7089	+	0.55
7090	+	0.581
7091	+	0.6175
7092	+	0.655
7093	+	0.6785
7094	+	0.6525
7095	+	0.631
7096	+	0.6365
7097	+	0.639
7098	+	0.6415
7099	+	0.6435
7100	+	0.631
7101	+	0.5855
7102	+	0.547
7103	+	0.5085
7104	+	0.5175
7105	+	0.5455
7106	+	0.5745
7107	+	0.5505
7108	+	0.555
7109	+	0.574
7110	+	0.577
7111	+	0.5795
7112	+	0.573
7113	+	0.5585
7114	+	0.6025
7115	+	0.602
7116	+	0.5945
7117	+	0.586
7118	+	0.572
7119	+	0.6115
7120	+	0.6155
7121	+	0.6145
7122	+	0.64
7123	+	0.6765
7124	+	0.682
7125	+	0.6875
7126	+	0.689
7127	+	0.729
7128	+	0.726
7129	+	0.708
7130	+	0.706
7131	+	0.707
7132	+	0.716
7133	+	0.699
7134	+	0.687
7135	+	0.7015
7136	+	0.691
7137	+	0.695
7138	+	0.677
7139	+	0.652
7140	+	0.6885
7141	+	0.73
7142	+	0.7385
7143	+	0.7065
7144	+	0.664
7145	+	0.6285
7146	+	0.6065
7147	+	0.5705
7148	+	0.547
7149	+	0.519
7150	+	0.4725
7151	+	0.423
7152	+	0.3735
7153	+	0.386
7154	+	0.381
7155	+	0.3775
7156	+	0.356
7157	+	0.3245
7158	+	0.356
7159	+	0.3805
7160	+	0.3825
7161	+	0.386
7162	+	0.3625
7163	+	0.3935
7164	+	0.427
7165	+	0.4605
7166	+	0.4695
7167	+	0.4785
7168	+	0.489
7169	+	0.525
7170	+	0.5625
7171	+	0.5955
7172	+	0.6285
7173	+	0.6335
7174	+	0.6125
7175	+	0.6295
7176	+	0.664
7177	+	0.695
7178	+	0.691
7179	+	0.694
7180	+	0.689
7181	+	0.6415
7182	+	0.624
7183	+	0.5845
7184	+	0.552
7185	+	0.52
7186	+	0.503
7187	+	0.483
7188	+	0.463
7189	+	0.4655
7190	+	0.469
7191	+	0.4795
7192	+	0.49
7193	+	0.504
7194	+	0.541
7195	+	0.5345
7196	+	0.5285
7197	+	0.522
7198	+	0.5105
7199	+	0.4995
7200	+	0.485
7201	+	0.514
7202	+	0.5505
7203	+	0.59
7204	+	0.632
7205	+	0.674
7206	+	0.6955
7207	+	0.713
7208	+	0.732
7209	+	0.695
7210	+	0.67
7211	+	0.6595
7212	+	0.6505
7213	+	0.614
7214	+	0.5815
7215	+	0.556
7216	+	0.532
7217	+	0.5105
7218	+	0.4875
7219	+	0.4955
7220	+	0.51
7221	+	0.5295
7222	+	0.535
7223	+	0.524
7224	+	0.522
7225	+	0.525
7226	+	0.5485
7227	+	0.5715
7228	+	0.59
7229	+	0.623
7230	+	0.6195
7231	+	0.5975
7232	+	0.5775
7233	+	0.587
7234	+	0.603
7235	+	0.61
7236	+	0.611
7237	+	0.6035
7238	+	0.598
7239	+	0.5665
7240	+	0.5445
7241	+	0.5085
7242	+	0.478
7243	+	0.465
7244	+	0.436
7245	+	0.392
7246	+	0.3435
7247	+	0.3065
7248	+	0.278
7249	+	0.2685
7250	+	0.287
7251	+	0.311
7252	+	0.334
7253	+	0.3525
7254	+	0.3635
7255	+	0.3615
7256	+	0.361
7257	+	0.362
7258	+	0.363
7259	+	0.3695
7260	+	0.3725
7261	+	0.3865
7262	+	0.4125
7263	+	0.4225
7264	+	0.447
7265	+	0.479
7266	+	0.5075
7267	+	0.529
7268	+	0.5485
7269	+	0.5555
7270	+	0.567
7271	+	0.5805
7272	+	0.589
7273	+	0.566
7274	+	0.5635
7275	+	0.5835
7276	+	0.6055
7277	+	0.634
7278	+	0.6725
7279	+	0.699
7280	+	0.7015
7281	+	0.701
7282	+	0.6775
7283	+	0.6595
7284	+	0.651
7285	+	0.641
7286	+	0.6295
7287	+	0.6295
7288	+	0.626
7289	+	0.6075
7290	+	0.573
7291	+	0.528
7292	+	0.511
7293	+	0.529
7294	+	0.502
7295	+	0.4715
7296	+	0.4345
7297	+	0.396
7298	+	0.352
7299	+	0.33
7300	+	0.3405
7301	+	0.364
7302	+	0.3965
7303	+	0.4225
7304	+	0.429
7305	+	0.413
7306	+	0.427
7307	+	0.445
7308	+	0.457
7309	+	0.4805
7310	+	0.4885
7311	+	0.5175
7312	+	0.536
7313	+	0.549
7314	+	0.578
7315	+	0.6175
7316	+	0.664
7317	+	0.6935
7318	+	0.711
7319	+	0.7075
7320	+	0.69
7321	+	0.658
7322	+	0.62
7323	+	0.6015
7324	+	0.592
7325	+	0.609
7326	+	0.6205
7327	+	0.622
7328	+	0.6275
7329	+	0.6165
7330	+	0.6375
7331	+	0.619
7332	+	0.6095
7333	+	0.6015
7334	+	0.6125
7335	+	0.6145
7336	+	0.6115
7337	+	0.6255
7338	+	0.6185
7339	+	0.6115
7340	+	0.6025
7341	+	0.587
7342	+	0.5775
7343	+	0.6075
7344	+	0.6275
7345	+	0.6465
7346	+	0.6505
7347	+	0.6525
7348	+	0.656
7349	+	0.6275
7350	+	0.619
7351	+	0.6335
7352	+	0.6375
7353	+	0.641
7354	+	0.633
7355	+	0.5975
7356	+	0.5675
7357	+	0.5445
7358	+	0.546
7359	+	0.565
7360	+	0.5955
7361	+	0.6345
7362	+	0.6785
7363	+	0.6605
7364	+	0.6425
7365	+	0.611
7366	+	0.5845
7367	+	0.5725
7368	+	0.5695
7369	+	0.6085
7370	+	0.619
7371	+	0.6135
7372	+	0.5755
7373	+	0.5405
7374	+	0.521
7375	+	0.5255
7376	+	0.522
7377	+	0.521
7378	+	0.526
7379	+	0.507
7380	+	0.482
7381	+	0.4705
7382	+	0.459
7383	+	0.458
7384	+	0.449
7385	+	0.441
7386	+	0.4355
7387	+	0.4215
7388	+	0.399
7389	+	0.389
7390	+	0.378
7391	+	0.3745
7392	+	0.385
7393	+	0.4125
7394	+	0.4405
7395	+	0.472
7396	+	0.512
7397	+	0.542
7398	+	0.5735
7399	+	0.6045
7400	+	0.6175
7401	+	0.588
7402	+	0.562
7403	+	0.542
7404	+	0.531
7405	+	0.562
7406	+	0.576
7407	+	0.595
7408	+	0.586
7409	+	0.5985
7410	+	0.612
7411	+	0.634
7412	+	0.6495
7413	+	0.6465
7414	+	0.6285
7415	+	0.5805
7416	+	0.532
7417	+	0.484
7418	+	0.4355
7419	+	0.3955
7420	+	0.37
7421	+	0.416
7422	+	0.454
7423	+	0.491
7424	+	0.498
7425	+	0.5065
7426	+	0.516
7427	+	0.524
7428	+	0.5235
7429	+	0.52
7430	+	0.517
7431	+	0.5055
7432	+	0.484
7433	+	0.4605
7434	+	0.439
7435	+	0.441
7436	+	0.468
7437	+	0.51
7438	+	0.5555
7439	+	0.5995
7440	+	0.641
7441	+	0.6375
7442	+	0.6325
7443	+	0.632
7444	+	0.6465
7445	+	0.633
7446	+	0.628
7447	+	0.6
7448	+	0.618
7449	+	0.605
7450	+	0.571
7451	+	0.578
7452	+	0.5995
7453	+	0.6385
7454	+	0.651
7455	+	0.6685
7456	+	0.6875
7457	+	0.6925
7458	+	0.6825
7459	+	0.6785
7460	+	0.6775
7461	+	0.6765
7462	+	0.6495
7463	+	0.641
7464	+	0.6385
7465	+	0.634
7466	+	0.645
7467	+	0.661
7468	+	0.639
7469	+	0.633
7470	+	0.647
7471	+	0.63
7472	+	0.6145
7473	+	0.588
7474	+	0.5715
7475	+	0.5995
7476	+	0.601
7477	+	0.5865
7478	+	0.601
7479	+	0.5895
7480	+	0.5675
7481	+	0.574
7482	+	0.608
7483	+	0.6175
7484	+	0.636
7485	+	0.6545
7486	+	0.6375
7487	+	0.6035
7488	+	0.598
7489	+	0.6055
7490	+	0.633
7491	+	0.6585
7492	+	0.665
7493	+	0.6655
7494	+	0.694
7495	+	0.6775
7496	+	0.6285
7497	+	0.626
7498	+	0.599
7499	+	0.607
7500	+	0.629
7501	+	0.6185
7502	+	0.611
7503	+	0.605
7504	+	0.588
7505	+	0.5595
7506	+	0.551
7507	+	0.5755
7508	+	0.5925
7509	+	0.5705
7510	+	0.546
7511	+	0.509
7512	+	0.4965
7513	+	0.494
7514	+	0.4695
7515	+	0.4625
7516	+	0.49
7517	+	0.499
7518	+	0.4975
7519	+	0.495
7520	+	0.4985
7521	+	0.505
7522	+	0.4875
7523	+	0.484
7524	+	0.492
7525	+	0.5025
7526	+	0.5055
7527	+	0.493
7528	+	0.4835
7529	+	0.499
7530	+	0.515
7531	+	0.544
7532	+	0.5735
7533	+	0.5835
7534	+	0.577
7535	+	0.555
7536	+	0.542
7537	+	0.516
7538	+	0.535
7539	+	0.5405
7540	+	0.537
7541	+	0.5355
7542	+	0.541
7543	+	0.5035
7544	+	0.4945
7545	+	0.513
7546	+	0.5395
7547	+	0.5745
7548	+	0.6145
7549	+	0.616
7550	+	0.628
7551	+	0.6255
7552	+	0.589
7553	+	0.5975
7554	+	0.642
7555	+	0.686
7556	+	0.7175
7557	+	0.7505
7558	+	0.7155
7559	+	0.68
7560	+	0.651
7561	+	0.619
7562	+	0.6355
7563	+	0.681
7564	+	0.6985
7565	+	0.697
7566	+	0.688
7567	+	0.642
7568	+	0.6385
7569	+	0.6625
7570	+	0.654
7571	+	0.6565
7572	+	0.693
7573	+	0.697
7574	+	0.694
7575	+	0.692
7576	+	0.6835
7577	+	0.673
7578	+	0.711
7579	+	0.7485
7580	+	0.7645
7581	+	0.7795
7582	+	0.7525
7583	+	0.724
7584	+	0.709
7585	+	0.6995
7586	+	0.697
7587	+	0.738
7588	+	0.727
7589	+	0.712
7590	+	0.7015
7591	+	0.6955
7592	+	0.6855
7593	+	0.667
7594	+	0.6475
7595	+	0.632
7596	+	0.629
7597	+	0.6145
7598	+	0.6055
7599	+	0.6015
7600	+	0.594
7601	+	0.613
7602	+	0.639
7603	+	0.666
7604	+	0.6795
7605	+	0.676
7606	+	0.6725
7607	+	0.634
7608	+	0.6165
7609	+	0.603
7610	+	0.5895
7611	+	0.603
7612	+	0.6165
7613	+	0.6295
7614	+	0.632
7615	+	0.631
7616	+	0.626
7617	+	0.6315
7618	+	0.622
7619	+	0.613
7620	+	0.621
7621	+	0.6095
7622	+	0.595
7623	+	0.5755
7624	+	0.566
7625	+	0.5645
7626	+	0.5665
7627	+	0.584
7628	+	0.602
7629	+	0.62
7630	+	0.647
7631	+	0.646
7632	+	0.64
7633	+	0.6335
7634	+	0.6265
7635	+	0.626
7636	+	0.6155
7637	+	0.617
7638	+	0.6165
7639	+	0.6155
7640	+	0.615
7641	+	0.6275
7642	+	0.645
7643	+	0.67
7644	+	0.6845
7645	+	0.699
7646	+	0.7015
7647	+	0.718
7648	+	0.701
7649	+	0.709
7650	+	0.7105
7651	+	0.7115
7652	+	0.714
7653	+	0.7185
7654	+	0.7075
7655	+	0.69
7656	+	0.6815
7657	+	0.6625
7658	+	0.6565
7659	+	0.645
7660	+	0.6625
7661	+	0.6585
7662	+	0.6595
7663	+	0.66
7664	+	0.6465
7665	+	0.647
7666	+	0.656
7667	+	0.662
7668	+	0.6925
7669	+	0.683
7670	+	0.683
7671	+	0.6815
7672	+	0.6555
7673	+	0.6325
7674	+	0.646
7675	+	0.6565
7676	+	0.6605
7677	+	0.667
7678	+	0.665
7679	+	0.651
7680	+	0.6105
7681	+	0.575
7682	+	0.5325
7683	+	0.491
7684	+	0.465
7685	+	0.423
7686	+	0.381
7687	+	0.3485
7688	+	0.3255
7689	+	0.3155
7690	+	0.2935
7691	+	0.2735
7692	+	0.285
7693	+	0.2745
7694	+	0.258
7695	+	0.267
7696	+	0.2815
7697	+	0.2805
7698	+	0.3045
7699	+	0.3335
7700	+	0.368
7701	+	0.4035
7702	+	0.426
7703	+	0.459
7704	+	0.494
7705	+	0.5255
7706	+	0.561
7707	+	0.588
7708	+	0.602
7709	+	0.596
7710	+	0.5855
7711	+	0.5785
7712	+	0.569
7713	+	0.585
7714	+	0.5955
7715	+	0.5905
7716	+	0.5765
7717	+	0.5735
7718	+	0.5565
7719	+	0.5445
7720	+	0.525
7721	+	0.5025
7722	+	0.495
7723	+	0.474
7724	+	0.4555
7725	+	0.463
7726	+	0.467
7727	+	0.4705
7728	+	0.464
7729	+	0.4815
7730	+	0.472
7731	+	0.4915
7732	+	0.5165
7733	+	0.5405
7734	+	0.5685
7735	+	0.5895
7736	+	0.6215
7737	+	0.6555
7738	+	0.679
7739	+	0.6615
7740	+	0.6895
7741	+	0.72
7742	+	0.7485
7743	+	0.732
7744	+	0.7065
7745	+	0.663
7746	+	0.619
7747	+	0.576
7748	+	0.543
7749	+	0.553
7750	+	0.5945
7751	+	0.6045
7752	+	0.611
7753	+	0.6145
7754	+	0.6125
7755	+	0.609
7756	+	0.604
7757	+	0.598
7758	+	0.601
7759	+	0.648
7760	+	0.6135
7761	+	0.61
7762	+	0.5925
7763	+	0.6345
7764	+	0.677
7765	+	0.711
7766	+	0.7395
7767	+	0.754
7768	+	0.7775
7769	+	0.77
7770	+	0.7625
7771	+	0.743
7772	+	0.7335
7773	+	0.7255
7774	+	0.717
7775	+	0.6945
7776	+	0.6615
7777	+	0.6215
7778	+	0.5935
7779	+	0.588
7780	+	0.597
7781	+	0.568
7782	+	0.564
7783	+	0.5375
7784	+	0.526
7785	+	0.5215
7786	+	0.509
7787	+	0.527
7788	+	0.5265
7789	+	0.525
7790	+	0.5225
7791	+	0.518
7792	+	0.49
7793	+	0.4545
7794	+	0.4195
7795	+	0.3995
7796	+	0.391
7797	+	0.3915
7798	+	0.3705
7799	+	0.3395
7800	+	0.363
7801	+	0.3935
7802	+	0.4015
7803	+	0.4305
7804	+	0.447
7805	+	0.4665
7806	+	0.463
7807	+	0.4315
7808	+	0.452
7809	+	0.4605
7810	+	0.4735
7811	+	0.499
7812	+	0.5385
7813	+	0.54
7814	+	0.5415
7815	+	0.545
7816	+	0.5475
7817	+	0.549
7818	+	0.551
7819	+	0.5835
7820	+	0.5795
7821	+	0.575
7822	+	0.5815
7823	+	0.575
7824	+	0.5265
7825	+	0.481
7826	+	0.508
7827	+	0.556
7828	+	0.5615
7829	+	0.5665
7830	+	0.567
7831	+	0.5695
7832	+	0.5455
7833	+	0.5675
7834	+	0.5895
7835	+	0.5955
7836	+	0.627
7837	+	0.6595
7838	+	0.693
7839	+	0.6835
7840	+	0.677
7841	+	0.634
7842	+	0.631
7843	+	0.6285
7844	+	0.6675
7845	+	0.7075
7846	+	0.716
7847	+	0.714
7848	+	0.7115
7849	+	0.666
7850	+	0.6185
7851	+	0.5685
7852	+	0.552
7853	+	0.536
7854	+	0.561
7855	+	0.5995
7856	+	0.6075
7857	+	0.614
7858	+	0.579
7859	+	0.5805
7860	+	0.581
7861	+	0.618
7862	+	0.579
7863	+	0.5765
7864	+	0.576
7865	+	0.5775
7866	+	0.5755
7867	+	0.5775
7868	+	0.579
7869	+	0.614
7870	+	0.652
7871	+	0.6775
7872	+	0.713
7873	+	0.746
7874	+	0.7385
7875	+	0.73
7876	+	0.7315
7877	+	0.7375
7878	+	0.784
7879	+	0.7695
7880	+	0.7545
7881	+	0.739
7882	+	0.7385
7883	+	0.7015
7884	+	0.687
7885	+	0.687
7886	+	0.6865
7887	+	0.683
7888	+	0.6595
7889	+	0.6435
7890	+	0.627
7891	+	0.6085
7892	+	0.59
7893	+	0.5935
7894	+	0.5965
7895	+	0.6005
7896	+	0.559
7897	+	0.512
7898	+	0.4675
7899	+	0.4655
7900	+	0.4785
7901	+	0.4945
7902	+	0.5285
7903	+	0.5635
7904	+	0.5625
7905	+	0.527
7906	+	0.525
7907	+	0.5205
7908	+	0.526
7909	+	0.51
7910	+	0.4915
7911	+	0.511
7912	+	0.5135
7913	+	0.475
7914	+	0.468
7915	+	0.473
7916	+	0.517
7917	+	0.5655
7918	+	0.5655
7919	+	0.5875
7920	+	0.5985
7921	+	0.6045
7922	+	0.613
7923	+	0.5805
7924	+	0.5595
7925	+	0.5525
7926	+	0.515
7927	+	0.4775
7928	+	0.491
7929	+	0.5285
7930	+	0.569
7931	+	0.588
7932	+	0.5625
7933	+	0.6055
7934	+	0.58
7935	+	0.5715
7936	+	0.562
7937	+	0.559
7938	+	0.572
7939	+	0.5675
7940	+	0.544
7941	+	0.504
7942	+	0.505
7943	+	0.543
7944	+	0.563
7945	+	0.5805
7946	+	0.5945
7947	+	0.615
7948	+	0.5965
7949	+	0.5805
7950	+	0.567
7951	+	0.5305
7952	+	0.5615
7953	+	0.55
7954	+	0.577
7955	+	0.5765
7956	+	0.5805
7957	+	0.57
7958	+	0.588
7959	+	0.5865
7960	+	0.6035
7961	+	0.6415
7962	+	0.638
7963	+	0.6375
7964	+	0.6555
7965	+	0.677
7966	+	0.7035
7967	+	0.727
7968	+	0.751
7969	+	0.772
7970	+	0.789
7971	+	0.825
7972	+	0.795
7973	+	0.7615
7974	+	0.7275
7975	+	0.692
7976	+	0.6965
7977	+	0.705
7978	+	0.7175
7979	+	0.7275
7980	+	0.7355
7981	+	0.7385
7982	+	0.742
7983	+	0.7455
7984	+	0.7155
7985	+	0.7215
7986	+	0.7235
7987	+	0.725
7988	+	0.7255
7989	+	0.7245
7990	+	0.724
7991	+	0.712
7992	+	0.742
7993	+	0.7715
7994	+	0.801
7995	+	0.8435
7996	+	0.8425
7997	+	0.816
7998	+	0.811
7999	+	0.7925
8000	+	0.751
8001	+	0.7165
8002	+	0.706
8003	+	0.6955
8004	+	0.7325
8005	+	0.7325
8006	+	0.7225
8007	+	0.7105
8008	+	0.6905
8009	+	0.672
8010	+	0.663
8011	+	0.676
8012	+	0.6895
8013	+	0.6905
8014	+	0.691
8015	+	0.66
8016	+	0.6575
8017	+	0.6745
8018	+	0.679
8019	+	0.6725
8020	+	0.715
8021	+	0.749
8022	+	0.76
8023	+	0.772
8024	+	0.7255
8025	+	0.679
8026	+	0.6435
8027	+	0.6425
8028	+	0.662
8029	+	0.68
8030	+	0.6895
8031	+	0.6595
8032	+	0.629
8033	+	0.6095
8034	+	0.579
8035	+	0.609
8036	+	0.613
8037	+	0.6265
8038	+	0.63
8039	+	0.625
8040	+	0.586
8041	+	0.551
8042	+	0.5405
8043	+	0.534
8044	+	0.5715
8045	+	0.6075
8046	+	0.644
8047	+	0.6465
8048	+	0.631
8049	+	0.624
8050	+	0.6165
8051	+	0.6435
8052	+	0.669
8053	+	0.6875
8054	+	0.716
8055	+	0.7145
8056	+	0.6895
8057	+	0.6735
8058	+	0.645
8059	+	0.647
8060	+	0.657
8061	+	0.6625
8062	+	0.654
8063	+	0.6395
8064	+	0.6235
8065	+	0.5965
8066	+	0.561
8067	+	0.5345
8068	+	0.513
8069	+	0.4825
8070	+	0.4555
8071	+	0.4155
8072	+	0.378
8073	+	0.345
8074	+	0.3125
8075	+	0.2705
8076	+	0.252
8077	+	0.231
8078	+	0.223
8079	+	0.2155
8080	+	0.2105
8081	+	0.2045
8082	+	0.1865
8083	+	0.172
8084	+	0.1755
8085	+	0.2125
8086	+	0.256
8087	+	0.2885
8088	+	0.314
8089	+	0.338
8090	+	0.337
8091	+	0.3505
8092	+	0.366
8093	+	0.413
8094	+	0.452
8095	+	0.491
8096	+	0.495
8097	+	0.49
8098	+	0.4915
8099	+	0.5165
8100	+	0.5415
8101	+	0.5725
8102	+	0.573
8103	+	0.571
8104	+	0.545
8105	+	0.532
8106	+	0.5185
8107	+	0.5175
8108	+	0.517
8109	+	0.5155
8110	+	0.5485
8111	+	0.565
8112	+	0.58
8113	+	0.5665
8114	+	0.5275
8115	+	0.487
8116	+	0.4895
8117	+	0.5255
8118	+	0.552
8119	+	0.5565
8120	+	0.5505
8121	+	0.511
8122	+	0.5035
8123	+	0.496
8124	+	0.4965
8125	+	0.5075
8126	+	0.5195
8127	+	0.5225
8128	+	0.5315
8129	+	0.511
8130	+	0.478
8131	+	0.4555
8132	+	0.466
8133	+	0.4765
8134	+	0.52
8135	+	0.5615
8136	+	0.5525
8137	+	0.5355
8138	+	0.527
8139	+	0.5125
8140	+	0.506
8141	+	0.534
8142	+	0.535
8143	+	0.5695
8144	+	0.6035
8145	+	0.593
8146	+	0.5545
8147	+	0.5155
8148	+	0.477
8149	+	0.5095
8150	+	0.5425
8151	+	0.571
8152	+	0.575
8153	+	0.578
8154	+	0.5805
8155	+	0.5865
8156	+	0.6285
8157	+	0.6475
8158	+	0.6595
8159	+	0.6415
8160	+	0.6245
8161	+	0.6055
8162	+	0.613
8163	+	0.588
8164	+	0.5945
8165	+	0.5995
8166	+	0.6325
8167	+	0.63
8168	+	0.665
8169	+	0.6685
8170	+	0.6695
8171	+	0.677
8172	+	0.677
8173	+	0.6795
8174	+	0.681
8175	+	0.6425
8176	+	0.612
8177	+	0.569
8178	+	0.5525
8179	+	0.591
8180	+	0.6285
8181	+	0.641
8182	+	0.6815
8183	+	0.721
8184	+	0.7085
8185	+	0.7175
8186	+	0.723
8187	+	0.718
8188	+	0.6755
8189	+	0.627
8190	+	0.5805
8191	+	0.534
8192	+	0.5315
8193	+	0.528
8194	+	0.527
8195	+	0.5635
8196	+	0.5995
8197	+	0.646
8198	+	0.6655
8199	+	0.666
8200	+	0.63
8201	+	0.62
8202	+	0.58
8203	+	0.533
8204	+	0.5415
8205	+	0.5345
8206	+	0.5305
8207	+	0.5725
8208	+	0.6145
8209	+	0.658
8210	+	0.696
8211	+	0.7335
8212	+	0.688
8213	+	0.642
8214	+	0.6055
8215	+	0.569
8216	+	0.5475
8217	+	0.526
8218	+	0.5175
8219	+	0.509
8220	+	0.535
8221	+	0.546
8222	+	0.5595
8223	+	0.582
8224	+	0.577
8225	+	0.5585
8226	+	0.5395
8227	+	0.52
8228	+	0.4905
8229	+	0.4815
8230	+	0.491
8231	+	0.4975
8232	+	0.5405
8233	+	0.574
8234	+	0.5765
8235	+	0.574
8236	+	0.557
8237	+	0.535
8238	+	0.5
8239	+	0.503
8240	+	0.5055
8241	+	0.523
8242	+	0.5365
8243	+	0.5215
8244	+	0.4935
8245	+	0.5135
8246	+	0.5335
8247	+	0.54
8248	+	0.5625
8249	+	0.5675
8250	+	0.558
8251	+	0.552
8252	+	0.5545
8253	+	0.567
8254	+	0.601
8255	+	0.6405
8256	+	0.6405
8257	+	0.6445
8258	+	0.647
8259	+	0.6505
8260	+	0.6495
8261	+	0.6485
8262	+	0.6535
8263	+	0.686
8264	+	0.724
8265	+	0.7065
8266	+	0.6705
8267	+	0.6705
8268	+	0.666
8269	+	0.657
8270	+	0.6585
8271	+	0.6495
8272	+	0.6205
8273	+	0.604
8274	+	0.59
8275	+	0.5665
8276	+	0.5735
8277	+	0.5965
8278	+	0.608
8279	+	0.5795
8280	+	0.5645
8281	+	0.5335
8282	+	0.496
8283	+	0.4785
8284	+	0.4675
8285	+	0.4705
8286	+	0.4935
8287	+	0.4945
8288	+	0.4915
8289	+	0.461
8290	+	0.4215
8291	+	0.417
8292	+	0.4305
8293	+	0.431
8294	+	0.4095
8295	+	0.4215
8296	+	0.411
8297	+	0.41
8298	+	0.418
8299	+	0.4255
8300	+	0.4265
8301	+	0.4225
8302	+	0.4285
8303	+	0.428
8304	+	0.42
8305	+	0.411
8306	+	0.3955
8307	+	0.38
8308	+	0.356
8309	+	0.372
8310	+	0.3855
8311	+	0.4025
8312	+	0.4075
8313	+	0.4225
8314	+	0.461
8315	+	0.47
8316	+	0.48
8317	+	0.4985
8318	+	0.5205
8319	+	0.5405
8320	+	0.5265
8321	+	0.556
8322	+	0.595
8323	+	0.62
8324	+	0.634
8325	+	0.6525
8326	+	0.6765
8327	+	0.6895
8328	+	0.7235
8329	+	0.7295
8330	+	0.738
8331	+	0.734
8332	+	0.747
8333	+	0.7425
8334	+	0.742
8335	+	0.743
8336	+	0.776
8337	+	0.764
8338	+	0.732
8339	+	0.7045
8340	+	0.7075
8341	+	0.676
8342	+	0.6295
8343	+	0.586
8344	+	0.5545
8345	+	0.559
8346	+	0.5635
8347	+	0.5835
8348	+	0.5935
8349	+	0.615
8350	+	0.635
8351	+	0.636
8352	+	0.613
8353	+	0.602
8354	+	0.584
8355	+	0.567
8356	+	0.557
8357	+	0.566
8358	+	0.574
8359	+	0.571
8360	+	0.557
8361	+	0.556
8362	+	0.5705
8363	+	0.5995
8364	+	0.624
8365	+	0.609
8366	+	0.594
8367	+	0.562
8368	+	0.5185
8369	+	0.491
8370	+	0.465
8371	+	0.4355
8372	+	0.417
8373	+	0.398
8374	+	0.409
8375	+	0.426
8376	+	0.398
8377	+	0.358
8378	+	0.3745
8379	+	0.4015
8380	+	0.443
8381	+	0.487
8382	+	0.5115
8383	+	0.518
8384	+	0.5305
8385	+	0.5435
8386	+	0.554
8387	+	0.578
8388	+	0.612
8389	+	0.603
8390	+	0.594
8391	+	0.591
8392	+	0.589
8393	+	0.5825
8394	+	0.5445
8395	+	0.541
8396	+	0.5315
8397	+	0.5645
8398	+	0.5615
8399	+	0.558
8400	+	0.563
8401	+	0.564
8402	+	0.5695
8403	+	0.5775
8404	+	0.5835
8405	+	0.59
8406	+	0.5965
8407	+	0.56
8408	+	0.5395
8409	+	0.578
8410	+	0.616
8411	+	0.6175
8412	+	0.6185
8413	+	0.6165
8414	+	0.6125
8415	+	0.584
8416	+	0.5965
8417	+	0.571
8418	+	0.5755
8419	+	0.5835
8420	+	0.583
8421	+	0.584
8422	+	0.5845
8423	+	0.578
8424	+	0.5305
8425	+	0.4845
8426	+	0.4405
8427	+	0.4375
8428	+	0.42
8429	+	0.3745
8430	+	0.3295
8431	+	0.322
8432	+	0.3165
8433	+	0.3155
8434	+	0.357
8435	+	0.3875
8436	+	0.418
8437	+	0.4535
8438	+	0.461
8439	+	0.4645
8440	+	0.43
8441	+	0.395
8442	+	0.3655
8443	+	0.3605
8444	+	0.397
8445	+	0.428
8446	+	0.4275
8447	+	0.451
8448	+	0.4745
8449	+	0.4985
8450	+	0.5225
8451	+	0.5465
8452	+	0.547
8453	+	0.5465
8454	+	0.5115
8455	+	0.487
8456	+	0.463
8457	+	0.434
8458	+	0.404
8459	+	0.374
8460	+	0.385
8461	+	0.377
8462	+	0.3875
8463	+	0.3745
8464	+	0.361
8465	+	0.3565
8466	+	0.402
8467	+	0.398
8468	+	0.4165
8469	+	0.442
8470	+	0.4675
8471	+	0.483
8472	+	0.5325
8473	+	0.5745
8474	+	0.6135
8475	+	0.636
8476	+	0.6505
8477	+	0.6395
8478	+	0.6255
8479	+	0.641
8480	+	0.6545
8481	+	0.6865
8482	+	0.703
8483	+	0.723
8484	+	0.7435
8485	+	0.729
8486	+	0.6955
8487	+	0.688
8488	+	0.6485
8489	+	0.602
8490	+	0.557
8491	+	0.522
8492	+	0.477
8493	+	0.4685
8494	+	0.4715
8495	+	0.478
8496	+	0.491
8497	+	0.5295
8498	+	0.5705
8499	+	0.554
8500	+	0.525
8501	+	0.514
8502	+	0.5055
8503	+	0.497
8504	+	0.488
8505	+	0.5105
8506	+	0.5165
8507	+	0.5185
8508	+	0.5315
8509	+	0.541
8510	+	0.5655
8511	+	0.5985
8512	+	0.632
8513	+	0.6355
8514	+	0.6215
8515	+	0.5965
8516	+	0.5655
8517	+	0.5455
8518	+	0.516
8519	+	0.5335
8520	+	0.5745
8521	+	0.579
8522	+	0.592
8523	+	0.5945
8524	+	0.598
8525	+	0.589
8526	+	0.5715
8527	+	0.558
8528	+	0.543
8529	+	0.5455
8530	+	0.5615
8531	+	0.5705
8532	+	0.5785
